V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,support_inequality1,support_inequality2,support_inequality3,support_inequality4,support_inequality5,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,govresp,eq.desire,govresp2,competent,confident,independent,competitive,intelligent,tolerant,warm,goodnatured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,free_will1,free_will2,free_will3,free_will4,free_will5,Q26,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc9,oc10,oc11,oc12,oc13,oc14,oc15,gender,age,ethnicity,income,ideology,soc.iss,econ.iss,partyID,debrief
R_eriVQXGjiARIjEF,Default Response Set,Anonymous,,,97.84.30.41,0,17-07-25 11:41,17-07-25 11:48,1,1,7,6,7,1,2,2,1,2,7,7,6,2,7,2,2,4,2,4,2,6,3,4,3,3,3,5,3,4,3,4,3,3,5,4,3,4,3,3,4,4,4,4,5,1,4,4,3,4,3,4,5,3,3,4,2,2,4,6,4,2,4,5,1,1,1,5,5,5,7,7,7,7,7,1,2,2,2,2,1,2,1,2,1,1,2,2,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,7,2,43,white,4,4,4,4,2,1
R_0OqYS8M1x4ZBCgR,Default Response Set,Anonymous,,,173.20.89.214,0,17-07-25 11:41,17-07-25 11:48,1,1,5,6,6,1,1,1,1,7,6,4,7,1,7,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,4,3,2,3,3,3,4,3,3,4,4,3,3,6,1,5,3,2,2,2,3,3,4,4,4,2,3,2,4,4,3,3,4,2,1,1,4,4,2,6,6,5,5,4,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,2,2,46,Caucasian,7,1,1,1,1,1
R_1SvXnErtnVHAeQl,Default Response Set,Anonymous,,,108.64.75.194,0,17-07-25 11:36,17-07-25 11:48,1,1,6,6,6,2,1,2,2,5,7,3,5,2,3,2,6,6,5,2,3,5,4,4,4,2,4,2,4,1,4,2,4,2,4,4,2,4,2,4,3,3,3,3,4,4,4,2,1,3,1,2,4,2,3,2,5,2,3,3,5,2,2,4,2,2,1,3,3,2,6,6,6,5,6,1,1,1,1,1,2,1,1,1,2,2,1,1,2,5,1,4,3,6,6,1,6,4,5,5,4,5,3,7,2,33,white,4,4,4,3,2,1
R_80S3qziDDygxEoJ,Default Response Set,Anonymous,,,134.11.159.125,0,17-07-25 11:40,17-07-25 11:49,1,1,2,2,2,6,5,5,3,3,3,6,2,4,2,3,3,6,2,3,2,5,4,1,4,3,4,3,4,3,4,4,3,4,4,4,3,4,4,4,2,2,2,2,2,8,1,3,3,3,3,3,3,3,3,3,1,2,2,1,6,2,4,4,3,2,2,3,4,4,6,6,6,6,6,1,2,1,2,1,2,2,2,1,1,2,1,1,2,6,1,5,2,3,4,3,5,2,3,4,5,4,2,5,1,51,European,10,7,7,7,2,1
R_5oHswQkBe71M2IR,Default Response Set,Anonymous,,,107.129.140.100,0,17-07-25 11:44,17-07-25 11:49,1,1,6,6,6,2,2,4,2,5,5,4,6,3,4,2,4,6,5,5,,6,3,1,3,4,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,8,4,4,3,3,3,3,3,3,3,3,3,2,2,6,5,6,2,4,4,1,3,1,4,4,4,6,6,6,6,6,1,1,1,2,2,1,1,1,2,1,2,2,2,1,5,1,4,1,1,6,7,7,7,4,5,4,7,1,7,2,19,Caucasian,1,2,1,3,1,1
R_a9qBj9clsSh3zOR,Default Response Set,Anonymous,,,106.51.142.146,0,17-07-25 11:41,17-07-25 11:49,1,1,5,5,3,4,4,5,3,5,4,3,5,4,6,5,6,3,6,5,4,4,4,5,3,4,5,3,4,3,4,3,2,4,3,4,5,4,3,3,3,2,4,3,5,6,3,4,2,3,3,2,2,5,4,4,6,5,4,3,5,4,2,4,3,1,4,4,2,3,5,3,4,5,3,1,1,2,1,2,1,1,1,2,1,2,1,1,2,4,5,4,3,6,5,2,4,5,6,4,5,3,4,6,1,25,white,6,2,2,2,2,1
R_6R99rdVLugdMKPP,Default Response Set,Anonymous,,,64.121.126.91,0,17-07-25 11:36,17-07-25 11:49,1,1,6,7,7,2,1,6,2,5,7,7,6,2,6,2,2,5,1,2,1,7,4,2,4,2,2,3,4,4,3,2,2,3,4,4,4,5,4,2,3,2,2,3,7,3,4,4,4,4,2,3,4,4,5,3,1,3,3,2,6,2,5,4,2,2,1,3,4,3,6,5,6,7,5,1,1,1,2,1,2,1,1,1,2,2,1,1,1,7,3,7,2,7,7,7,7,7,6,6,6,7,3,6,1,27,White,2,1,1,1,1,1
R_6sVIeaH7fxEioxD,Default Response Set,Anonymous,,,107.204.201.212,0,17-07-25 11:42,17-07-25 11:49,1,1,5,6,6,3,1,3,2,3,5,5,4,3,4,2,3,5,2,3,2,6,4,1,3,3,4,3,3,3,4,4,2,4,4,3,2,3,2,4,4,4,3,3,6,2,4,3,2,3,2,3,3,3,4,2,2,1,4,5,6,3,3,4,2,1,2,2,2,2,5,4,4,3,2,1,2,1,2,1,2,1,2,2,2,2,1,1,2,5,1,2,1,2,4,3,4,2,2,3,4,2,1,5,2,30,White,12,2,1,2,1,1
R_bkH4u2y95ANt5S5,Default Response Set,Anonymous,,,67.245.216.203,0,17-07-25 11:38,17-07-25 11:49,1,1,5,6,6,3,2,4,2,2,6,4,5,4,6,2,2,5,3,5,3,5,4,3,4,4,4,4,4,3,4,4,3,4,3,3,3,4,4,4,3,3,4,3,6,6,4,3,3,3,2,4,4,4,4,3,2,2,4,4,5,2,4,4,1,1,1,5,5,5,6,6,6,6,6,1,1,1,1,1,1,1,1,1,2,2,1,1,2,4,4,4,4,4,5,6,4,6,6,6,6,6,3,6,1,40,white,4,2,2,2,1,1
R_6PWd6uTzb3dKcFT,Default Response Set,Anonymous,,,104.14.110.135,0,17-07-25 11:42,17-07-25 11:49,1,1,6,6,6,2,2,3,2,6,6,2,6,2,5,2,3,5,2,3,2,6,3,3,2,3,4,4,3,3,3,4,3,4,4,3,2,4,3,3,3,3,3,3,4,4,4,4,2,3,3,3,4,4,4,4,2,2,6,5,4,2,4,4,2,1,1,3,4,4,5,5,5,5,4,1,2,2,1,1,1,2,1,1,2,2,1,1,2,1,7,5,1,4,4,4,5,5,2,4,6,2,2,6,2,36,White,1,2,2,3,4,1
R_a9OqVA4LCJo7qHr,Default Response Set,Anonymous,,,76.106.103.160,0,17-07-25 11:43,17-07-25 11:49,1,1,4,3,4,3,5,6,4,5,6,4,3,3,3,4,5,4,3,3,5,4,5,5,4,5,5,5,5,5,5,5,4,4,3,5,5,5,5,5,4,3,3,4,10,10,5,5,5,5,5,5,5,5,5,5,5,4,3,1,1,1,3,4,5,1,1,2,3,5,4,6,6,7,6,1,2,2,2,2,2,2,1,1,1,2,1,2,1,6,5,6,6,6,6,7,7,6,6,5,5,4,4,4,2,29,Native American,3,7,7,7,3,1
R_7WnF1tc4dHAhneZ,Default Response Set,Anonymous,,,68.59.64.228,0,17-07-25 11:35,17-07-25 11:49,1,1,4,3,3,5,3,2,4,3,4,4,3,3,4,4,4,3,5,3,3,4,2,3,2,4,2,3,3,2,2,2,2,3,5,3,2,4,3,2,3,3,2,2,6,7,3,2,3,3,3,2,3,4,2,3,5,5,4,4,3,3,3,2,2,3,2,3,3,2,4,4,3,4,3,1,1,1,1,1,1,1,1,2,2,2,2,1,2,5,4,2,3,4,4,4,3,4,4,4,3,3,3,3,1,25,white,3,4,3,5,1,1
R_5cdoHI1HiXx4mYB,Default Response Set,Anonymous,,,24.14.170.44,0,17-07-25 11:40,17-07-25 11:49,1,1,7,7,7,1,1,1,1,1,7,7,7,1,4,1,7,4,1,4,1,7,1,3,3,4,4,5,5,3,3,4,5,3,4,5,3,4,3,4,4,4,4,4,10,1,5,5,5,5,5,5,5,5,5,5,7,4,7,7,1,1,5,5,1,1,1,5,5,5,4,4,3,4,3,1,2,1,1,2,2,1,2,1,2,2,1,1,2,1,1,4,4,7,7,7,1,1,7,7,1,7,1,7,2,55,African American,9,3,3,1,1,1
R_9SSqas3VX5zFtvn,Default Response Set,Anonymous,,,172.223.132.208,0,17-07-25 11:41,17-07-25 11:49,1,1,7,7,7,1,1,1,1,7,7,1,7,1,7,1,1,3,1,7,1,7,4,3,2,2,4,3,4,2,2,4,2,4,4,4,2,4,4,4,4,4,4,4,10,1,5,3,2,3,3,3,3,4,4,4,4,4,7,7,6,2,4,5,1,1,1,4,4,4,4,6,2,5,6,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,6,2,54,white,5,1,1,1,1,1
R_9ERfNdCFnmSjZCB,Default Response Set,Anonymous,,,75.109.77.188,0,17-07-25 11:39,17-07-25 11:49,1,1,5,5,5,2,2,1,1,1,7,7,4,1,1,1,7,6,1,1,1,7,4,1,4,4,4,4,4,1,1,4,1,2,4,1,1,4,4,4,4,4,4,3,1,1,4,5,5,5,5,5,5,5,5,5,1,1,1,1,7,1,4,5,1,1,1,5,5,4,2,1,3,5,4,1,2,2,2,1,2,1,2,2,1,2,2,2,2,5,1,2,1,5,6,6,7,7,7,7,7,7,3,7,1,52,white,3,5,5,5,1,1
R_cDaqE0dMZcik3KB,Default Response Set,Anonymous,,,47.199.66.196,0,17-07-25 11:37,17-07-25 11:49,1,1,2,2,4,5,5,5,6,2,2,6,2,6,2,4,4,6,5,2,5,5,2,2,4,2,4,3,4,3,2,3,3,3,4,3,3,4,4,3,4,4,4,4,4,4,4,2,2,3,2,3,3,4,4,3,4,7,2,4,7,1,5,5,3,2,1,4,4,4,6,7,7,7,7,1,2,2,2,1,1,2,1,1,1,1,2,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,22,White,13,4,4,4,4,1
R_38hhXvWR2Rm0nD7,Default Response Set,Anonymous,,,148.141.15.110,0,17-07-25 11:39,17-07-25 11:49,1,1,4,5,5,4,3,5,5,5,5,5,4,3,5,5,4,5,5,4,5,5,4,3,4,4,4,3,4,4,4,3,4,4,4,3,4,4,3,3,2,2,2,2,4,5,4,2,2,2,2,2,2,2,2,2,5,4,5,5,4,3,3,4,3,4,4,3,3,2,5,5,4,5,4,1,1,1,2,1,1,2,2,2,1,1,1,2,2,6,3,4,3,4,4,5,5,5,5,4,3,4,3,5,1,25,White,10,3,3,3,1,1
R_dp7ECEH0P6km6gd,Default Response Set,Anonymous,,,98.175.23.226,0,17-07-25 11:37,17-07-25 11:49,1,1,7,5,7,2,1,1,1,7,7,3,6,2,2,2,6,6,2,6,2,6,5,4,1,5,5,5,5,4,3,5,4,5,1,2,5,4,4,3,3,3,3,3,7,6,4,1,1,1,1,1,1,1,1,1,3,3,2,2,3,1,5,5,3,2,1,5,5,5,7,7,7,7,7,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,1,1,1,5,5,1,1,1,1,1,1,1,7,2,36,White,13,5,6,6,2,1
R_bBqd1393T6yjuxn,Default Response Set,Anonymous,,,74.134.99.121,0,17-07-25 11:35,17-07-25 11:49,1,1,5,6,6,2,1,4,3,5,6,5,5,5,6,2,3,5,4,4,2,6,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,3,3,7,5,4,3,3,3,2,3,3,3,3,4,1,1,5,3,6,2,4,4,2,1,1,4,4,4,5,5,3,5,5,1,2,2,2,2,1,2,1,2,1,1,2,2,1,5,1,6,1,4,6,6,6,1,6,6,6,6,1,7,1,65,African American,1,3,3,3,1,1
R_1FVserN8RKmN0pL,Default Response Set,Anonymous,,,172.220.171.126,0,17-07-25 11:41,17-07-25 11:49,1,1,7,7,7,1,1,1,1,7,7,5,6,1,7,2,3,5,5,4,2,5,4,3,4,2,4,4,4,3,2,4,2,3,4,4,2,3,4,4,4,4,3,3,6,3,5,4,4,4,2,4,4,3,4,4,2,1,2,2,6,5,2,2,4,2,1,2,1,1,2,6,3,5,6,1,2,2,2,2,1,2,1,2,1,2,2,1,1,6,1,4,5,5,5,6,6,6,3,3,5,4,1,6,2,30,Caucasion,9,2,2,3,1,1
R_1SWH3VDmCXGnCF7,Default Response Set,Anonymous,,,108.209.221.72,0,17-07-25 11:39,17-07-25 11:49,1,1,7,7,6,1,1,2,1,7,7,1,7,1,6,1,2,6,2,3,1,6,4,5,3,4,4,5,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,5,4,4,3,1,1,1,3,2,3,2,2,3,3,3,4,6,2,4,5,2,2,1,5,4,4,5,5,3,5,6,1,1,1,1,2,1,1,1,2,1,2,1,1,2,6,1,5,5,4,6,6,5,5,6,6,7,5,2,7,2,57,African American,8,2,2,3,1,1
R_9volyMbPftPCCKV,Default Response Set,Anonymous,,,198.140.4.205,0,17-07-25 11:42,17-07-25 11:49,1,1,5,6,6,2,1,1,2,6,7,5,7,2,6,1,3,3,2,5,2,6,2,1,4,2,5,3,5,1,2,4,3,5,4,1,2,4,5,4,3,3,4,2,7,3,4,2,3,1,5,1,2,3,3,4,2,2,1,1,6,2,5,4,1,2,1,3,4,3,6,7,5,7,6,1,1,2,2,1,1,2,1,2,1,1,2,2,2,4,1,5,2,6,7,7,6,4,2,4,3,7,1,5,2,27,American,2,1,1,2,1,1
R_3NQNEdlPLCyS9mJ,Default Response Set,Anonymous,,,167.246.61.1,0,17-07-25 11:42,17-07-25 11:49,1,1,1,7,6,2,1,2,2,5,5,7,6,6,6,2,1,2,2,2,2,6,4,3,3,4,4,4,5,4,3,4,3,4,3,3,4,3,4,4,4,4,4,3,8,1,4,3,4,3,3,3,3,4,4,4,7,7,7,6,6,2,4,4,1,1,1,4,5,4,4,5,5,3,5,1,1,1,1,1,1,2,1,2,1,2,2,1,1,5,3,5,6,6,6,5,5,4,4,5,5,4,4,5,1,27,White,3,1,1,1,1,1
R_4NsY1Rb3K5lgswR,Default Response Set,Anonymous,,,74.37.231.81,0,17-07-25 11:44,17-07-25 11:49,1,1,3,4,4,2,2,3,1,2,3,5,6,6,2,6,5,2,3,1,3,4,4,4,4,4,4,4,5,4,4,5,4,2,3,2,3,2,3,2,4,4,4,4,1,1,5,1,4,1,1,1,4,4,1,4,1,2,3,4,2,3,3,4,4,3,3,3,3,3,1,1,5,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,7,7,7,7,2,2,5,7,7,4,7,2,33,White,4,6,6,7,2,1
R_8qXK0um6UQJTuzb,Default Response Set,Anonymous,,,173.220.29.154,0,17-07-25 11:45,17-07-25 11:49,1,1,3,5,4,4,3,5,4,5,5,3,5,4,6,4,5,5,4,4,3,4,3,3,3,3,4,4,3,4,3,3,3,4,3,3,4,3,3,4,3,3,3,3,4,6,4,4,3,4,3,4,4,4,4,4,2,1,4,4,6,2,4,4,2,3,2,3,2,3,5,5,5,5,5,1,1,1,1,2,1,2,1,2,1,2,1,1,1,6,1,2,2,2,4,3,2,3,3,4,3,4,2,5,1,33,White,8,4,4,4,2,1
R_6tF1DzVGXG8x7z7,Default Response Set,Anonymous,,,47.18.209.160,0,17-07-25 11:42,17-07-25 11:49,1,1,6,6,6,2,2,6,2,6,2,6,6,2,6,2,2,3,2,5,2,6,3,2,3,4,4,4,4,3,4,4,3,3,2,4,4,4,4,4,4,3,3,3,6,1,5,2,1,2,2,2,3,3,4,3,2,2,2,2,6,2,4,4,2,2,2,3,3,3,6,6,6,6,6,1,2,1,1,1,1,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,46,white,1,2,2,2,1,1
R_8qtTsxcaOwt6BIV,Default Response Set,Anonymous,,,75.177.0.172,0,17-07-25 11:39,17-07-25 11:49,1,1,7,7,7,3,1,2,1,1,7,6,6,3,3,3,3,4,1,5,3,5,4,3,3,3,3,4,2,3,3,4,4,2,4,2,4,4,3,3,2,2,2,2,6,6,3,3,3,3,2,3,3,3,4,3,1,3,7,1,6,2,3,4,2,1,1,4,4,4,7,5,5,6,6,1,2,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,3,2,44,white,5,4,4,4,3,1
R_206bcPy5RRnGUPr,Default Response Set,Anonymous,,,172.251.99.211,0,17-07-25 11:40,17-07-25 11:49,1,1,6,5,5,2,2,2,2,5,6,3,6,2,7,5,5,6,5,2,5,4,2,2,2,2,4,3,4,3,2,4,2,3,2,3,2,4,4,4,3,3,2,2,7,4,4,2,2,3,2,3,3,3,3,4,3,5,4,5,6,4,3,3,4,2,2,2,2,2,5,5,5,5,5,1,1,2,1,1,1,1,1,2,1,1,2,1,2,5,1,6,2,3,4,7,6,6,4,3,5,5,2,5,1,27,Asian,5,2,2,2,2,1
R_dndeWAnoCrLNmfj,Default Response Set,Anonymous,,,76.217.129.76,0,17-07-25 11:36,17-07-25 11:49,1,1,5,5,5,2,2,2,1,2,6,7,6,2,2,6,7,6,6,1,6,1,4,2,4,4,4,4,4,2,2,4,1,5,4,4,2,4,4,4,3,1,4,1,1,10,1,2,2,1,1,3,4,4,4,4,1,1,1,1,7,1,5,5,1,1,1,3,4,4,7,7,7,7,7,1,2,1,1,1,2,1,2,1,2,2,1,1,2,7,1,1,1,6,7,6,1,1,6,6,6,4,1,7,2,56,Caucasian,5,7,7,7,3,1
R_aXCE8zOAdrWCbxr,Default Response Set,Anonymous,,,63.246.62.242,0,17-07-25 11:35,17-07-25 11:50,1,1,3,3,3,6,5,6,4,4,5,6,2,5,2,7,7,7,7,5,7,5,4,4,4,2,4,4,4,2,5,4,4,4,4,4,5,4,4,4,3,1,2,1,1,10,1,3,1,2,1,3,4,4,3,4,1,1,1,1,7,1,5,4,3,1,1,5,4,4,7,7,6,6,7,1,1,1,2,1,1,1,2,1,1,2,1,1,2,2,1,3,2,4,6,3,4,2,4,2,6,2,1,7,2,25,Caucasian,12,6,4,7,3,1
R_6LQ0PlPNrP0lN2t,Default Response Set,Anonymous,,,172.223.18.98,0,17-07-25 11:43,17-07-25 11:50,1,1,5,6,5,3,2,3,2,6,6,5,5,2,4,2,2,6,2,6,2,6,2,2,3,4,2,4,2,3,2,2,2,2,3,2,2,2,1,2,3,3,3,3,5,5,4,2,1,1,1,2,4,3,1,3,2,2,5,6,3,2,3,4,4,1,3,3,4,4,6,6,5,5,4,1,1,1,1,2,1,2,1,1,2,1,1,2,2,4,1,4,4,4,6,6,5,3,4,4,4,4,1,5,2,31,Caucasian ,4,4,4,4,2,1
R_eM78dJIUw92kcct,Default Response Set,Anonymous,,,69.85.236.5,0,17-07-25 11:43,17-07-25 11:50,1,1,7,7,7,1,1,1,1,7,7,6,7,1,5,1,1,1,1,1,1,7,2,4,2,4,4,2,2,4,2,2,3,1,2,1,1,4,2,2,4,4,4,4,10,1,5,4,4,4,4,4,4,4,4,4,1,2,6,6,2,2,4,4,2,2,2,4,3,3,2,2,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,2,1,4,1,2,2,3,3,3,4,3,3,3,1,3,1,5,2,31,white,6,2,2,2,1,1
R_3NUoaTw38i6YlDf,Default Response Set,Anonymous,,,190.45.169.96,0,17-07-25 11:35,17-07-25 11:50,1,1,5,5,6,2,2,3,5,6,6,6,6,3,6,2,2,3,2,5,3,6,2,4,3,4,4,4,3,2,3,3,4,4,3,2,4,3,3,3,4,4,4,4,5,5,4,2,2,2,1,3,4,4,4,4,2,2,4,6,6,2,4,5,2,2,2,4,4,4,6,6,6,6,6,1,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,1,4,5,1,6,1,6,6,1,4,1,7,2,26,hispanic,6,4,3,5,1,1
R_1MIZlRZuF6Uo9hj,Default Response Set,Anonymous,,,47.201.183.46,0,17-07-25 11:41,17-07-25 11:50,1,1,6,6,6,2,2,3,2,2,6,5,6,2,3,2,2,5,2,5,2,6,2,3,2,2,3,4,3,2,3,3,3,4,3,3,2,3,3,3,4,4,4,4,4,4,4,3,2,3,3,2,2,3,3,3,4,2,5,5,4,2,4,5,2,2,2,4,4,4,5,5,4,4,4,1,2,1,1,1,1,1,1,1,2,2,1,1,2,3,1,1,1,3,4,5,4,2,3,5,5,4,1,4,1,61,European American,3,4,4,4,2,1
R_cTvJk85obczKGNf,Default Response Set,Anonymous,,,73.81.149.251,0,17-07-25 11:38,17-07-25 11:50,1,1,2,3,5,3,5,4,3,3,2,5,5,3,5,3,5,3,5,3,5,3,2,4,2,4,4,2,2,4,4,2,2,4,2,2,2,4,4,2,3,2,1,1,7,7,2,1,2,1,2,1,2,2,2,3,5,2,2,3,5,2,2,4,2,3,2,3,4,2,6,2,2,6,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,3,6,3,2,2,3,4,4,3,2,2,4,3,4,2,1,31,American,1,5,2,7,3,1
R_cCT7ThoJkxfqwzr,Default Response Set,Anonymous,,,24.194.109.186,0,17-07-25 11:43,17-07-25 11:50,1,1,2,1,1,5,6,6,6,1,2,6,1,7,2,1,1,6,5,5,2,7,4,2,4,2,4,5,1,4,5,2,4,5,2,1,4,1,3,4,2,1,3,1,1,6,3,2,2,2,2,1,4,3,4,3,2,1,4,1,5,1,4,5,2,1,1,3,5,4,6,7,5,6,7,1,1,1,2,1,1,2,1,2,1,2,1,2,1,4,1,1,1,3,5,2,6,3,4,2,1,3,1,6,2,22,White,1,6,3,7,2,1
R_1X06epvslpXOsol,Default Response Set,Anonymous,,,73.146.128.66,0,17-07-25 11:38,17-07-25 11:50,1,1,5,5,5,3,3,6,3,2,5,6,5,3,2,3,3,7,6,1,3,5,4,4,4,2,5,4,4,2,4,4,4,4,4,5,2,5,4,4,3,2,2,2,2,4,2,5,3,3,3,4,3,5,4,4,2,1,2,2,7,2,4,5,1,1,2,5,4,4,5,7,6,6,6,1,2,1,2,2,1,1,1,2,2,2,1,1,2,6,1,5,3,4,6,7,7,6,7,6,7,6,5,7,2,42,white,5,6,7,6,3,1
R_eQjA4AxV66AtOKh,Default Response Set,Anonymous,,,75.118.195.51,0,17-07-25 11:36,17-07-25 11:50,1,1,4,3,2,5,4,4,3,5,4,6,4,4,4,2,6,6,6,2,6,2,3,2,3,3,3,3,3,3,2,3,2,4,3,3,2,3,3,3,2,1,2,2,2,7,2,4,4,4,2,4,4,4,4,4,2,2,2,2,6,3,3,4,3,2,2,3,4,4,6,6,6,6,6,1,2,1,2,1,2,1,2,1,2,2,1,1,2,4,1,6,1,1,4,2,3,1,1,2,6,2,1,5,1,35,white,3,5,4,7,3,1
R_9n3QepztB2PgjgV,Default Response Set,Anonymous,,,75.86.229.14,0,17-07-25 11:35,17-07-25 11:50,1,1,1,1,1,7,7,6,5,2,1,7,1,4,1,5,5,7,7,2,6,3,4,1,4,4,4,3,4,4,2,4,1,5,4,5,4,5,5,5,2,2,2,1,1,8,1,1,2,1,1,2,2,3,3,2,2,2,1,1,7,1,5,4,2,1,1,2,4,4,6,7,7,7,7,1,2,1,2,1,1,1,1,1,1,1,2,2,1,5,7,6,5,6,6,7,7,6,6,5,7,6,4,6,2,35,caucasian,4,4,3,5,2,1
R_3xTeGSozmRqY6i1,Default Response Set,Anonymous,,,64.121.0.227,0,17-07-25 11:43,17-07-25 11:50,1,1,5,6,5,2,1,3,5,4,6,4,5,2,4,4,4,5,3,4,4,5,3,2,2,2,4,3,3,3,2,3,2,3,3,3,3,4,3,3,3,3,3,2,5,4,3,4,4,3,3,3,4,4,3,3,2,2,2,4,4,2,4,4,2,2,1,3,3,3,3,4,3,3,5,1,2,1,2,1,1,2,2,2,1,2,1,1,2,1,1,1,1,4,7,4,5,5,1,4,5,1,1,7,2,34,white,5,4,1,5,2,1
R_7Pu8BbuPLpfTswd,Default Response Set,Anonymous,,,98.146.230.165,0,17-07-25 11:43,17-07-25 11:50,1,1,1,1,1,7,6,6,5,1,3,4,4,4,4,3,5,7,7,3,5,2,4,3,4,3,4,3,4,4,3,4,4,3,3,3,3,3,3,3,1,1,2,2,1,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,3,3,3,2,3,1,3,4,4,7,7,7,7,7,1,2,2,2,2,1,2,1,2,1,1,2,2,1,6,1,6,3,7,7,6,6,6,5,6,5,7,3,7,2,50,hispanic,3,7,7,7,3,1
R_9Na63ij1fluwteZ,Default Response Set,Anonymous,,,104.136.52.78,0,17-07-25 11:41,17-07-25 11:50,1,1,7,7,7,1,1,4,1,5,7,7,4,3,5,2,1,1,4,4,1,7,4,3,3,3,4,5,5,5,3,4,3,5,5,5,5,5,3,5,4,4,4,4,2,1,4,4,3,3,3,4,4,4,4,2,1,1,1,7,7,1,5,5,1,1,1,4,4,3,7,7,7,7,7,1,2,1,1,1,1,1,1,2,1,2,1,2,2,3,1,1,1,1,5,5,5,1,1,2,5,5,5,7,2,52,Black,7,2,2,2,1,1
R_3aX9Q95cvYnNp09,Default Response Set,Anonymous,,,184.56.245.239,0,17-07-25 11:45,17-07-25 11:50,1,1,6,7,5,1,1,4,2,7,5,4,6,3,4,2,2,5,4,6,1,7,4,3,4,3,4,4,4,3,3,3,4,4,3,3,4,3,3,4,4,4,3,3,8,2,5,4,2,5,2,3,3,3,2,3,3,4,5,6,5,2,4,5,3,2,1,4,5,4,3,4,4,6,5,1,2,1,1,2,1,2,2,2,2,2,1,1,2,6,2,7,1,6,6,7,6,7,7,6,7,7,2,5,2,24,white,2,1,1,2,1,1
R_5vAEQgGiJy7Hpxr,Default Response Set,Anonymous,,,63.241.40.124,0,17-07-25 11:36,17-07-25 11:50,1,1,1,1,1,6,7,6,4,4,4,4,4,4,5,3,4,4,2,4,2,5,4,3,5,4,5,4,5,4,5,5,4,4,5,5,4,5,5,4,2,2,2,2,1,8,1,3,2,2,3,3,4,4,3,3,1,1,1,1,7,1,3,4,2,2,1,3,4,3,5,6,6,7,6,1,1,2,2,2,1,2,1,2,1,1,2,2,2,5,1,5,1,4,6,6,7,5,4,6,6,4,2,6,1,39,white,12,5,5,5,3,1
R_0kMWx5SBUsuylTv,Default Response Set,Anonymous,,,74.76.35.193,0,17-07-25 11:38,17-07-25 11:50,1,1,5,5,5,3,2,2,3,6,5,2,5,2,5,1,3,5,3,5,3,6,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,7,4,4,4,2,2,2,4,4,2,2,2,1,1,4,3,4,2,4,4,2,4,2,3,3,3,5,6,5,5,5,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,6,1,6,6,1,6,1,6,6,6,6,1,6,2,38,white,4,4,4,4,3,1
R_cGzcE4yLVWTOkER,Default Response Set,Anonymous,,,72.229.132.205,0,17-07-25 11:45,17-07-25 11:50,1,1,6,6,6,2,2,4,3,6,6,4,5,2,5,2,2,3,2,6,2,6,3,3,3,4,4,3,4,3,3,3,3,4,4,4,3,3,3,3,4,4,4,4,7,3,4,3,3,2,2,3,4,4,4,4,4,3,4,4,5,2,4,5,2,3,1,4,4,4,4,4,4,4,3,1,2,2,2,2,1,2,1,2,1,1,1,2,1,5,1,5,1,5,6,5,5,1,1,6,6,5,1,5,2,51,white/European,8,2,1,4,1,1
