V4,V5,C_ALPHAN,V32
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Agree
HR-Croatia,HR-Croatia,HR,Strongly agree
HR-Croatia,HR-Croatia,HR,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Disagree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Agree
CZ-Czech Republic,CZ-Czech Republic,CZ,Neither agree nor disagree
CZ-Czech Republic,CZ-Czech Republic,CZ,Strongly agree
DK-Denmark,DK-Denmark,DK,Cant choose
DK-Denmark,DK-Denmark,DK,Strongly disagree
DK-Denmark,DK-Denmark,DK,Strongly agree
DK-Denmark,DK-Denmark,DK,Strongly agree
DK-Denmark,DK-Denmark,DK,Agree
DK-Denmark,DK-Denmark,DK,Strongly agree
DK-Denmark,DK-Denmark,DK,Agree
DK-Denmark,DK-Denmark,DK,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
EE-Estonia,EE-Estonia,EE,Strongly agree
FI-Finland,FI-Finland,FI,Disagree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Neither agree nor disagree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Strongly agree
FI-Finland,FI-Finland,FI,Agree
FI-Finland,FI-Finland,FI,Strongly agree
FR-France,FR-France,FR,Neither agree nor disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Neither agree nor disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Neither agree nor disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Disagree
FR-France,FR-France,FR,Disagree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
FR-France,FR-France,FR,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Disagree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly disagree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Disagree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-W-Germany-West,DE-Germany,DE-W,Strongly agree
DE-W-Germany-West,DE-Germany,DE-W,Agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
DE-E-Germany-East,DE-Germany,DE-E,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
HU-Hungary,HU-Hungary,HU,Strongly agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Agree
IS-Iceland,IS-Iceland,IS,Neither agree nor disagree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Agree
IL-Israel,IL-Israel,IL,Strongly agree
IL-Israel,IL-Israel,IL,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Neither agree nor disagree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Neither agree nor disagree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
IT-Italy,IT-Italy,IT,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly disagree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Neither agree nor disagree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Strongly agree
JP-Japan,JP-Japan,JP,Agree
JP-Japan,JP-Japan,JP,Strongly agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Disagree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Neither agree nor disagree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Strongly agree
KR-South Korea,KR-South Korea,KR,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Strongly agree
LV-Latvia,LV-Latvia,LV,Agree
LV-Latvia,LV-Latvia,LV,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Disagree
NZ-New Zealand,NZ-New Zealand,NZ,NA
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NZ-New Zealand,NZ-New Zealand,NZ,Agree
NZ-New Zealand,NZ-New Zealand,NZ,Strongly agree
NZ-New Zealand,NZ-New Zealand,NZ,Neither agree nor disagree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
NO-Norway,NO-Norway,NO,Agree
NO-Norway,NO-Norway,NO,Strongly agree
PH-Philippines,PH-Philippines,PH,Disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Strongly disagree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Agree
PH-Philippines,PH-Philippines,PH,Strongly agree
PH-Philippines,PH-Philippines,PH,Neither agree nor disagree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Neither agree nor disagree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Neither agree nor disagree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Strongly agree
PL-Poland,PL-Poland,PL,Agree
PL-Poland,PL-Poland,PL,Strongly agree
PT-Portugal,PT-Portugal,PT,Agree
PT-Portugal,PT-Portugal,PT,Agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
PT-Portugal,PT-Portugal,PT,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Cant choose
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
RU-Russia,RU-Russia,RU,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SK-Slovak Republic,SK-Slovak Republic,SK,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Neither agree nor disagree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Disagree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Agree
SI-Slovenia,SI-Slovenia,SI,Strongly agree
